id,amount,created_at,completed_at,merchant_id,shopper_id,week
1169,321.78,2018-02-09 08:00:00.000000,2018-02-11 20:37:16.000000,3,177,
1170,30.89,2018-02-09 08:40:00.000000,2018-02-10 20:33:31.000000,2,125,
1171,61.1,2018-02-09 09:20:00.000000,2018-02-10 23:13:06.000000,12,7,
1172,33.27,2018-02-09 10:40:00.000000,2018-02-11 18:57:00.000000,4,169,
1173,222.03,2018-02-09 11:20:00.000000,2018-02-11 01:05:50.000000,4,47,
1174,245.41,2018-02-09 12:00:00.000000,2018-02-10 18:19:52.000000,3,290,
1175,405.55,2018-02-09 13:20:00.000000,2018-02-11 00:56:26.000000,7,30,
1176,58.79,2018-02-09 14:00:00.000000,2018-02-11 19:42:23.000000,14,15,
1177,175.71,2018-02-09 15:20:00.000000,2018-02-11 06:06:06.000000,3,330,
1178,348.62,2018-02-09 16:40:00.000000,2018-02-11 09:59:12.000000,8,172,
1179,100.88,2018-02-09 17:20:00.000000,2018-02-12 10:46:25.000000,13,354,
1180,392.69,2018-02-09 18:00:00.000000,2018-02-11 19:54:47.000000,8,3,
1181,379.29,2018-02-09 18:40:00.000000,2018-02-12 10:28:34.000000,2,272,
1182,437.36,2018-02-09 20:00:00.000000,2018-02-11 11:23:45.000000,6,377,
1183,260.75,2018-02-09 20:40:00.000000,2018-02-11 09:32:08.000000,14,375,
1184,86.91,2018-02-09 21:20:00.000000,2018-02-11 02:53:37.000000,14,237,
1185,347.09,2018-02-09 22:40:00.000000,2018-02-12 00:51:28.000000,14,386,
1186,369.22,2018-02-09 23:20:00.000000,2018-02-11 06:12:15.000000,8,147,
1187,395.81,2018-02-10 00:00:00.000000,2018-02-12 02:48:15.000000,9,24,
1188,188.93,2018-02-10 01:08:00.000000,2018-02-12 05:15:33.000000,1,129,
1189,136.6,2018-02-10 01:42:00.000000,2018-02-12 16:22:39.000000,1,50,
1190,333.22,2018-02-10 02:16:00.000000,2018-02-11 05:05:06.000000,9,111,
1191,132.06,2018-02-10 02:50:00.000000,2018-02-11 07:07:23.000000,1,159,
1192,74.58,2018-02-10 03:24:00.000000,2018-02-11 05:09:36.000000,3,162,
1193,129.2,2018-02-10 05:40:00.000000,2018-02-12 00:24:16.000000,2,379,
1194,394.25,2018-02-10 06:14:00.000000,2018-02-12 12:20:28.000000,1,351,
1195,395.34,2018-02-10 06:48:00.000000,2018-02-12 21:05:14.000000,6,1,
1196,135.94,2018-02-10 07:22:00.000000,2018-02-12 19:17:49.000000,5,67,
1197,168.27,2018-02-10 07:56:00.000000,2018-02-12 15:35:48.000000,2,40,
1198,311.06,2018-02-10 09:38:00.000000,2018-02-12 21:11:20.000000,8,210,
1199,86.45,2018-02-10 10:12:00.000000,2018-02-13 01:25:35.000000,13,94,
1200,147.86,2018-02-10 10:46:00.000000,2018-02-12 18:10:24.000000,8,47,
1201,406.52,2018-02-10 11:20:00.000000,2018-02-13 00:21:16.000000,5,193,
1202,119.55,2018-02-10 11:54:00.000000,2018-02-12 12:45:01.000000,2,310,
1203,442.35,2018-02-10 12:28:00.000000,2018-02-12 05:55:38.000000,10,338,
1204,223.61,2018-02-10 13:36:00.000000,2018-02-12 11:36:02.000000,11,47,
1205,319.51,2018-02-10 14:10:00.000000,2018-02-12 07:25:25.000000,12,221,
1206,31.99,2018-02-10 15:18:00.000000,2018-02-12 22:09:19.000000,3,102,
1207,55.97,2018-02-10 15:52:00.000000,2018-02-12 14:01:02.000000,13,360,
1208,146.88,2018-02-10 16:26:00.000000,2018-02-13 01:26:09.000000,7,160,
1209,129.09,2018-02-10 17:34:00.000000,2018-02-13 01:02:28.000000,9,135,
1210,199.48,2018-02-10 18:08:00.000000,2018-02-12 18:03:05.000000,7,227,
1211,364.17,2018-02-10 18:42:00.000000,2018-02-12 08:10:49.000000,1,321,
1212,438.37,2018-02-10 19:16:00.000000,2018-02-12 06:57:55.000000,2,306,
1213,227.16,2018-02-10 19:50:00.000000,2018-02-13 02:53:23.000000,9,374,
1214,314.17,2018-02-10 20:58:00.000000,2018-02-13 00:52:51.000000,11,237,
1215,245.6,2018-02-10 21:32:00.000000,2018-02-11 22:46:15.000000,3,23,
1216,352.12,2018-02-10 22:06:00.000000,2018-02-11 22:25:20.000000,3,327,
1217,207.96,2018-02-10 22:40:00.000000,2018-02-13 01:07:19.000000,4,49,
1218,42.41,2018-02-10 23:48:00.000000,2018-02-13 11:58:00.000000,5,51,
1219,165.69,2018-02-11 00:46:00.000000,2018-02-13 02:28:54.000000,10,302,
1220,337.15,2018-02-11 03:04:00.000000,2018-02-13 15:58:54.000000,13,7,
1221,406.76,2018-02-11 04:36:00.000000,2018-02-13 11:47:57.000000,4,24,
1222,230.29,2018-02-11 05:22:00.000000,2018-02-12 09:15:16.000000,4,256,
1223,213.6,2018-02-11 06:08:00.000000,2018-02-13 08:11:55.000000,12,51,
1224,179.21,2018-02-11 07:40:00.000000,2018-02-13 01:45:43.000000,12,122,
1225,376.35,2018-02-11 09:12:00.000000,2018-02-13 14:32:05.000000,6,286,
1226,56.14,2018-02-11 09:58:00.000000,2018-02-12 12:45:09.000000,4,165,
1227,274.56,2018-02-11 10:44:00.000000,2018-02-13 04:56:27.000000,11,148,
1228,163.51,2018-02-11 11:30:00.000000,2018-02-12 12:01:43.000000,12,59,
1229,418.7,2018-02-11 12:16:00.000000,2018-02-14 02:41:46.000000,1,395,
1230,107.13,2018-02-11 13:48:00.000000,2018-02-12 16:23:29.000000,8,175,
1231,381.47,2018-02-11 14:34:00.000000,2018-02-13 16:01:20.000000,13,264,
1232,284.52,2018-02-11 15:20:00.000000,2018-02-14 07:27:53.000000,3,70,
1233,122.02,2018-02-11 16:06:00.000000,2018-02-13 01:12:57.000000,14,101,
1234,279.17,2018-02-11 17:38:00.000000,2018-02-13 14:03:06.000000,4,234,
1235,430.3,2018-02-11 18:24:00.000000,2018-02-13 08:03:51.000000,3,81,
1236,88.79,2018-02-12 03:52:00.000000,,5,206,
1237,68.32,2018-02-12 05:48:00.000000,,2,162,
1238,404.93,2018-02-12 08:13:00.000000,,13,234,
1239,363.39,2018-02-12 11:07:00.000000,,11,364,
1240,258.46,2018-02-12 14:01:00.000000,,3,191,
1241,264.31,2018-02-12 15:57:00.000000,,11,222,
1242,321.85,2018-02-12 16:26:00.000000,,6,332,
1243,367.43,2018-02-12 19:20:00.000000,,9,325,
1244,136.29,2018-02-12 20:47:00.000000,,9,171,
1245,276.43,2018-02-12 22:14:00.000000,,13,340,
1246,47.3,2018-02-13 04:56:00.000000,,7,231,
1247,319.53,2018-02-13 05:33:00.000000,,6,150,
1248,300.95,2018-02-13 06:10:00.000000,,10,229,
1249,111.94,2018-02-13 10:29:00.000000,,4,63,
1250,296.35,2018-02-13 11:06:00.000000,,8,262,
1251,378.33,2018-02-13 15:25:00.000000,,6,96,
1252,409.63,2018-02-13 17:16:00.000000,,9,183,
1253,347.83,2018-02-13 23:26:00.000000,,6,103,
1254,280.02,2018-02-14 04:35:00.000000,,5,89,
1255,165.84,2018-02-14 11:00:00.000000,,1,78,
1256,38.53,2018-02-14 12:50:00.000000,,2,109,
1257,430.17,2018-02-14 20:10:00.000000,,14,246,
1258,34.91,2018-02-11 20:42:00.000000,2018-02-13 18:57:39.000000,12,201,
1259,270.97,2018-02-11 21:28:00.000000,2018-02-12 21:45:53.000000,3,362,
1260,91.91,2018-02-11 22:14:00.000000,2018-02-14 11:20:53.000000,14,30,
1261,322.98,2018-02-11 23:00:00.000000,2018-02-13 00:54:10.000000,13,124,
1262,52.83,2018-02-11 23:46:00.000000,2018-02-13 20:05:44.000000,6,375,
1263,442.87,2018-02-12 00:29:00.000000,2018-02-13 05:04:32.000000,4,146,
1264,307.62,2018-02-12 01:27:00.000000,2018-02-13 20:58:58.000000,8,241,
1265,411.27,2018-02-12 01:56:00.000000,2018-02-13 02:13:19.000000,2,73,
1266,270.14,2018-02-12 02:25:00.000000,2018-02-13 16:38:08.000000,11,64,
1267,242.47,2018-02-12 02:54:00.000000,2018-02-14 00:57:50.000000,7,308,
1268,49.77,2018-02-12 03:23:00.000000,2018-02-14 21:06:48.000000,14,244,
1269,245.6,2018-02-12 04:50:00.000000,2018-02-14 14:40:39.000000,6,224,
1270,31.62,2018-02-12 05:19:00.000000,2018-02-14 13:55:12.000000,3,315,
1271,371.19,2018-02-12 06:17:00.000000,2018-02-13 23:40:04.000000,2,284,
1272,241.53,2018-02-12 06:46:00.000000,2018-02-14 10:33:30.000000,1,223,
1273,344.11,2018-02-12 07:15:00.000000,2018-02-14 00:19:41.000000,3,205,
1274,351.12,2018-02-12 08:42:00.000000,2018-02-14 02:27:29.000000,8,210,
1275,297.66,2018-02-12 09:11:00.000000,2018-02-13 23:30:09.000000,4,1,
1276,318.65,2018-02-12 09:40:00.000000,2018-02-14 16:37:57.000000,4,183,
1277,405.91,2018-02-12 10:09:00.000000,2018-02-14 03:58:32.000000,1,71,
1278,224.87,2018-02-12 10:38:00.000000,2018-02-14 17:38:15.000000,3,101,
1279,414.76,2018-02-12 11:36:00.000000,2018-02-13 17:27:30.000000,6,293,
1280,27.13,2018-02-12 12:34:00.000000,2018-02-13 12:54:18.000000,7,157,
1281,201.77,2018-02-12 13:03:00.000000,2018-02-13 14:24:44.000000,6,129,
1282,163.6,2018-02-12 13:32:00.000000,2018-02-14 07:21:22.000000,4,268,
1283,108.04,2018-02-12 14:30:00.000000,2018-02-14 00:35:31.000000,11,316,
1284,296.04,2018-02-12 14:59:00.000000,2018-02-13 19:16:44.000000,5,272,
1285,91.49,2018-02-12 16:55:00.000000,2018-02-14 04:40:07.000000,6,245,
1286,446.93,2018-02-12 17:24:00.000000,2018-02-14 04:58:31.000000,5,95,
1287,52.02,2018-02-12 17:53:00.000000,2018-02-14 06:00:31.000000,11,23,
1288,31.39,2018-02-12 18:22:00.000000,2018-02-15 08:30:06.000000,10,386,
1289,153.8,2018-02-12 18:51:00.000000,2018-02-14 16:40:28.000000,11,390,
1290,221.73,2018-02-12 20:18:00.000000,2018-02-14 04:43:11.000000,4,241,
1291,395.05,2018-02-12 21:16:00.000000,2018-02-14 23:36:00.000000,9,267,
1292,201.06,2018-02-12 21:45:00.000000,2018-02-14 15:22:04.000000,1,109,
1293,66.23,2018-02-12 22:43:00.000000,2018-02-14 00:31:39.000000,8,214,
1294,189.04,2018-02-12 23:12:00.000000,2018-02-14 17:17:20.000000,10,328,
1295,254.6,2018-02-12 23:41:00.000000,2018-02-14 06:44:42.000000,10,33,
1296,156.9,2018-02-13 01:14:00.000000,2018-02-15 09:35:10.000000,2,361,
1297,431.32,2018-02-13 01:51:00.000000,2018-02-14 05:16:56.000000,5,130,
1298,256.44,2018-02-13 02:28:00.000000,2018-02-15 00:05:41.000000,12,334,
1299,36.43,2018-02-13 03:05:00.000000,2018-02-14 14:57:24.000000,4,177,
1300,316.42,2018-02-13 03:42:00.000000,2018-02-15 06:49:39.000000,13,41,
1301,421.06,2018-02-13 06:47:00.000000,2018-02-14 12:17:11.000000,14,170,
1302,386.92,2018-02-13 07:24:00.000000,2018-02-15 13:43:18.000000,2,342,
1303,364.65,2018-02-13 08:01:00.000000,2018-02-14 11:09:10.000000,3,327,
1304,253.07,2018-02-13 08:38:00.000000,2018-02-15 13:33:23.000000,12,280,
1305,332.62,2018-02-13 09:15:00.000000,2018-02-15 14:32:26.000000,1,224,
1306,186.94,2018-02-13 11:43:00.000000,2018-02-16 04:49:16.000000,5,286,
1307,369.41,2018-02-13 12:20:00.000000,2018-02-15 01:20:04.000000,8,149,
1308,381.09,2018-02-13 12:57:00.000000,2018-02-14 20:26:41.000000,12,213,
1309,379.59,2018-02-13 13:34:00.000000,2018-02-15 03:00:34.000000,3,199,
1310,359.32,2018-02-13 14:11:00.000000,2018-02-16 07:15:32.000000,13,364,
1311,387.08,2018-02-13 14:48:00.000000,2018-02-16 03:18:40.000000,2,391,
1312,441.4,2018-02-13 16:39:00.000000,2018-02-15 02:13:20.000000,9,174,
1313,88.98,2018-02-13 17:53:00.000000,2018-02-14 20:07:39.000000,6,86,
1314,56.69,2018-02-13 18:30:00.000000,2018-02-16 06:19:44.000000,7,243,
1315,209.24,2018-02-13 19:07:00.000000,2018-02-15 06:54:20.000000,7,374,
1316,70.46,2018-02-13 19:44:00.000000,2018-02-15 14:22:17.000000,7,384,
1317,314.95,2018-02-13 20:58:00.000000,2018-02-16 08:38:45.000000,11,398,
1318,145.53,2018-02-13 21:35:00.000000,2018-02-15 01:31:28.000000,13,161,
1319,39.61,2018-02-13 22:12:00.000000,2018-02-15 21:18:20.000000,7,293,
1320,171.01,2018-02-13 22:49:00.000000,2018-02-15 16:03:23.000000,12,166,
1321,317.36,2018-02-14 00:55:00.000000,2018-02-16 17:54:52.000000,2,75,
1322,162.01,2018-02-14 02:45:00.000000,2018-02-16 17:21:40.000000,11,122,
1323,435.47,2018-02-14 03:40:00.000000,2018-02-15 13:16:01.000000,5,81,
1324,392.74,2018-02-14 05:30:00.000000,2018-02-15 12:48:38.000000,13,115,
1325,212.61,2018-02-14 06:25:00.000000,2018-02-16 01:15:14.000000,7,391,
1326,415.4,2018-02-14 07:20:00.000000,2018-02-15 12:32:16.000000,7,353,
1327,155.95,2018-02-14 08:15:00.000000,2018-02-16 11:30:42.000000,10,48,
1328,300.63,2018-02-14 10:05:00.000000,2018-02-17 00:07:57.000000,10,5,
1329,68.07,2018-02-14 11:55:00.000000,2018-02-16 10:50:38.000000,8,82,
1330,277.28,2018-02-14 13:45:00.000000,2018-02-16 20:06:35.000000,3,263,
1331,338.84,2018-02-14 14:40:00.000000,2018-02-17 04:18:41.000000,1,25,
1332,149.41,2018-02-14 15:35:00.000000,2018-02-17 01:34:26.000000,8,104,
1333,58.68,2018-02-14 17:25:00.000000,2018-02-15 18:45:13.000000,13,344,
1334,216.74,2018-02-14 18:20:00.000000,2018-02-17 00:56:12.000000,11,292,
1335,64.16,2018-02-14 19:15:00.000000,2018-02-16 17:02:39.000000,10,315,
1336,423.56,2018-02-14 21:05:00.000000,2018-02-16 18:52:01.000000,8,335,
1337,209.33,2018-02-14 22:00:00.000000,2018-02-16 13:10:47.000000,7,148,
1338,137.14,2018-02-14 23:50:00.000000,2018-02-17 00:14:23.000000,9,388,
1339,359.98,2018-02-15 21:51:00.000000,,6,186,
1340,204.6,2018-02-16 05:04:00.000000,,9,313,
1341,185.21,2018-02-16 06:58:00.000000,,4,373,
1342,286.97,2018-02-16 07:36:00.000000,,10,134,
1343,138.06,2018-02-16 11:24:00.000000,,3,213,
1344,235.19,2018-02-16 12:02:00.000000,,3,117,
1345,429.52,2018-02-16 17:44:00.000000,,2,376,
1346,219.45,2018-02-17 01:27:00.000000,,7,65,
1347,192.03,2018-02-17 08:42:00.000000,,7,357,
1348,162.81,2018-02-17 14:59:00.000000,,3,255,
1349,402.54,2018-02-17 16:55:00.000000,,2,23,
1350,246.02,2018-02-17 17:24:00.000000,,3,190,
1351,30.71,2018-02-17 18:22:00.000000,,10,352,
1352,179.05,2018-02-17 21:16:00.000000,,9,156,
1353,144.77,2018-02-17 21:45:00.000000,,3,11,
1354,109.93,2018-02-17 23:41:00.000000,,1,368,
1355,286.43,2018-02-18 04:48:00.000000,,6,259,
1356,313.36,2018-02-18 08:24:00.000000,,5,325,
1357,382.08,2018-02-15 02:51:00.000000,2018-02-17 06:30:33.000000,3,246,
1358,159.22,2018-02-15 03:48:00.000000,2018-02-16 04:21:49.000000,4,69,
1359,397.13,2018-02-15 04:45:00.000000,2018-02-16 08:59:46.000000,5,315,
1360,366.39,2018-02-15 05:42:00.000000,2018-02-16 06:58:46.000000,3,188,
1361,186.2,2018-02-15 06:39:00.000000,2018-02-17 07:16:25.000000,6,60,
1362,64.07,2018-02-15 07:36:00.000000,2018-02-17 16:54:39.000000,12,221,
1363,183.62,2018-02-15 09:30:00.000000,2018-02-16 20:34:45.000000,13,382,
1364,377.47,2018-02-15 10:27:00.000000,2018-02-17 21:01:38.000000,13,177,
1365,298.32,2018-02-15 11:24:00.000000,2018-02-16 19:04:24.000000,10,293,
1366,232.62,2018-02-15 12:21:00.000000,2018-02-17 22:16:22.000000,14,4,
1367,122.95,2018-02-15 13:18:00.000000,2018-02-18 02:27:40.000000,1,392,
1368,422.06,2018-02-15 15:12:00.000000,2018-02-18 03:08:43.000000,8,393,
1369,119.79,2018-02-15 16:09:00.000000,2018-02-17 13:26:46.000000,3,188,
1370,323.69,2018-02-15 17:06:00.000000,2018-02-17 14:23:32.000000,3,274,
1371,70.05,2018-02-15 18:03:00.000000,2018-02-18 03:47:37.000000,1,200,
1372,418.84,2018-02-15 19:00:00.000000,2018-02-18 08:32:40.000000,5,184,
1373,411.01,2018-02-15 20:54:00.000000,2018-02-17 17:45:16.000000,14,205,
1374,365.06,2018-02-15 22:48:00.000000,2018-02-18 01:09:11.000000,4,6,
1375,331.5,2018-02-15 23:45:00.000000,2018-02-17 19:13:46.000000,9,47,
1376,155.69,2018-02-16 00:38:00.000000,2018-02-17 03:47:09.000000,7,177,
1377,28.92,2018-02-16 01:16:00.000000,2018-02-17 15:48:42.000000,5,58,
1378,236.94,2018-02-16 01:54:00.000000,2018-02-18 08:22:25.000000,3,13,
1379,447.71,2018-02-16 03:10:00.000000,2018-02-17 03:11:54.000000,6,322,
1380,167.24,2018-02-16 03:48:00.000000,2018-02-18 00:45:15.000000,9,390,
1381,73.79,2018-02-16 04:26:00.000000,2018-02-18 17:55:36.000000,2,297,
1382,305.07,2018-02-16 05:42:00.000000,2018-02-18 18:42:16.000000,10,245,
1383,227.6,2018-02-16 06:20:00.000000,2018-02-17 15:13:46.000000,7,217,
1384,235.1,2018-02-16 08:52:00.000000,2018-02-18 11:17:31.000000,7,244,
1385,156.48,2018-02-16 09:30:00.000000,2018-02-17 14:04:18.000000,4,191,
1386,287.82,2018-02-16 10:08:00.000000,2018-02-17 16:03:21.000000,14,68,
1387,363.6,2018-02-16 10:46:00.000000,2018-02-19 03:34:30.000000,7,86,
1388,182.09,2018-02-16 12:40:00.000000,2018-02-18 12:56:00.000000,6,360,
1389,195.42,2018-02-16 13:56:00.000000,2018-02-18 10:34:00.000000,12,48,
1390,324.73,2018-02-16 14:34:00.000000,2018-02-17 17:35:13.000000,4,46,
1391,58.92,2018-02-16 15:12:00.000000,2018-02-17 22:42:13.000000,1,54,
1392,350.59,2018-02-16 15:50:00.000000,2018-02-19 03:35:41.000000,9,240,
1393,407.6,2018-02-16 16:28:00.000000,2018-02-17 20:40:36.000000,3,34,
1394,33.83,2018-02-16 17:06:00.000000,2018-02-18 02:28:46.000000,11,337,
1395,70.83,2018-02-16 19:00:00.000000,2018-02-19 01:01:55.000000,14,326,
1396,176.63,2018-02-16 19:38:00.000000,2018-02-19 12:05:50.000000,2,82,
1397,297.84,2018-02-16 20:16:00.000000,2018-02-17 20:43:36.000000,10,157,
1398,239.41,2018-02-16 20:54:00.000000,2018-02-19 10:19:50.000000,1,130,
1399,340.51,2018-02-16 21:32:00.000000,2018-02-19 03:17:25.000000,9,60,
1400,328.04,2018-02-16 22:48:00.000000,2018-02-19 00:46:59.000000,8,209,
1401,379.66,2018-02-16 23:26:00.000000,2018-02-19 04:10:29.000000,10,115,
1402,65.13,2018-02-17 00:29:00.000000,2018-02-19 13:44:18.000000,4,299,
1403,210.32,2018-02-17 00:58:00.000000,2018-02-19 16:40:59.000000,2,121,
1404,380.44,2018-02-17 01:56:00.000000,2018-02-18 20:51:43.000000,12,73,
1405,196.31,2018-02-17 02:54:00.000000,2018-02-19 04:51:01.000000,13,297,
1406,126.32,2018-02-17 03:23:00.000000,2018-02-19 12:15:06.000000,6,356,
1407,215.21,2018-02-17 03:52:00.000000,2018-02-18 23:38:58.000000,13,312,
1408,286.6,2018-02-17 04:21:00.000000,2018-02-18 12:49:49.000000,4,320,
1409,250.61,2018-02-17 04:50:00.000000,2018-02-18 10:31:22.000000,4,264,
1410,141.09,2018-02-17 05:19:00.000000,2018-02-19 08:34:18.000000,14,104,
1411,92.08,2018-02-17 06:17:00.000000,2018-02-18 19:47:34.000000,12,91,
1412,126.43,2018-02-17 06:46:00.000000,2018-02-19 01:46:12.000000,11,249,
1413,294.83,2018-02-17 07:15:00.000000,2018-02-18 08:47:19.000000,2,258,
1414,140.74,2018-02-17 07:44:00.000000,2018-02-20 01:12:27.000000,14,171,
1415,38.52,2018-02-17 08:13:00.000000,2018-02-19 00:25:05.000000,12,292,
1416,283.87,2018-02-17 09:40:00.000000,2018-02-18 22:08:01.000000,12,360,
1417,274.67,2018-02-17 10:09:00.000000,2018-02-20 01:41:18.000000,13,309,
1418,403.27,2018-02-17 10:38:00.000000,2018-02-18 16:37:20.000000,7,138,
1419,193.52,2018-02-17 11:07:00.000000,2018-02-20 03:09:30.000000,10,251,
1420,253.09,2018-02-17 11:36:00.000000,2018-02-19 21:24:49.000000,2,364,
1421,257.15,2018-02-17 12:34:00.000000,2018-02-19 04:37:55.000000,11,172,
1422,259.96,2018-02-17 13:03:00.000000,2018-02-18 17:48:37.000000,14,10,
1423,56.06,2018-02-17 13:32:00.000000,2018-02-18 20:35:46.000000,3,253,
1424,426.86,2018-02-17 14:01:00.000000,2018-02-18 18:18:27.000000,3,312,
1425,307.05,2018-02-17 14:30:00.000000,2018-02-18 19:55:51.000000,1,326,
1426,172.06,2018-02-17 15:28:00.000000,2018-02-20 04:54:36.000000,1,72,
1427,251.19,2018-02-17 16:26:00.000000,2018-02-20 03:24:50.000000,5,313,
1428,334.57,2018-02-17 17:53:00.000000,2018-02-20 04:52:37.000000,10,116,
1429,219.22,2018-02-17 18:51:00.000000,2018-02-19 02:08:33.000000,3,389,
1430,444.14,2018-02-17 19:20:00.000000,2018-02-18 20:52:21.000000,8,318,
1431,247.64,2018-02-17 19:49:00.000000,2018-02-20 08:57:48.000000,6,343,
1432,441.13,2018-02-17 20:47:00.000000,2018-02-20 05:38:00.000000,14,180,
1433,365.01,2018-02-17 22:14:00.000000,2018-02-19 03:52:07.000000,12,265,
1434,79.37,2018-02-17 22:43:00.000000,2018-02-20 10:00:45.000000,5,187,
1435,64.42,2018-02-17 23:12:00.000000,2018-02-19 21:57:13.000000,3,82,
1436,122.33,2018-02-18 01:12:00.000000,2018-02-19 04:23:53.000000,1,109,
1437,408.98,2018-02-18 03:36:00.000000,2018-02-19 08:53:31.000000,4,26,
1438,47.78,2018-02-18 06:00:00.000000,2018-02-20 18:08:38.000000,14,98,
1439,35.74,2018-02-18 07:12:00.000000,2018-02-20 00:01:19.000000,5,97,
1440,186.15,2018-02-18 09:36:00.000000,2018-02-19 11:05:04.000000,2,252,
1441,96.65,2018-02-18 10:48:00.000000,2018-02-20 07:59:27.000000,9,261,
1442,62.93,2018-02-19 02:48:00.000000,,7,102,
1443,251.06,2018-02-19 03:30:00.000000,,12,381,
1444,367.55,2018-02-19 07:00:00.000000,,6,178,
1445,357.08,2018-02-19 10:30:00.000000,,1,114,
1446,116.71,2018-02-19 16:06:00.000000,,9,81,
1447,39.07,2018-02-19 21:00:00.000000,,10,204,
1448,252.1,2018-02-19 21:42:00.000000,,6,117,
1449,406.67,2018-02-20 02:15:00.000000,,5,381,
1450,401.65,2018-02-20 03:45:00.000000,,10,329,
1451,177.11,2018-02-20 04:30:00.000000,,2,120,
1452,43.16,2018-02-20 06:00:00.000000,,2,380,
1453,112.71,2018-02-20 08:15:00.000000,,10,355,
1454,127.11,2018-02-20 12:45:00.000000,,4,210,
1455,313.78,2018-02-20 17:15:00.000000,,11,154,
1456,155.33,2018-02-20 21:45:00.000000,,5,143,
1457,358.91,2018-02-21 02:00:00.000000,,3,138,
1458,182.56,2018-02-21 02:30:00.000000,,7,341,
1459,418.89,2018-02-21 08:30:00.000000,,2,381,
1460,391.12,2018-02-21 16:00:00.000000,,12,152,
1461,177.64,2018-02-21 16:30:00.000000,,2,31,
1462,307.14,2018-02-21 18:00:00.000000,,7,247,
1463,216.54,2018-02-21 18:30:00.000000,,4,156,
1464,188.85,2018-02-18 14:24:00.000000,2018-02-20 12:32:35.000000,2,166,
1465,88.26,2018-02-18 15:36:00.000000,2018-02-20 10:33:55.000000,8,130,
1466,107.31,2018-02-18 16:48:00.000000,2018-02-21 06:07:43.000000,5,62,
1467,312.05,2018-02-18 18:00:00.000000,2018-02-20 03:19:32.000000,12,245,
1468,399.53,2018-02-18 19:12:00.000000,2018-02-21 02:26:47.000000,7,259,
1469,371.2,2018-02-18 20:24:00.000000,2018-02-21 01:36:26.000000,6,168,
1470,395.98,2018-02-18 22:48:00.000000,2018-02-20 09:47:50.000000,6,281,
1471,409.76,2018-02-19 00:00:00.000000,2018-02-21 14:21:16.000000,9,93,
1472,111.98,2018-02-19 00:42:00.000000,2018-02-20 01:41:09.000000,14,400,
1473,98.56,2018-02-19 01:24:00.000000,2018-02-20 21:50:59.000000,2,74,
1474,346.4,2018-02-19 02:06:00.000000,2018-02-20 16:15:07.000000,3,183,
1475,334.69,2018-02-19 04:54:00.000000,2018-02-20 12:14:12.000000,13,254,
1476,302.74,2018-02-19 05:36:00.000000,2018-02-21 11:05:39.000000,8,322,
1477,202.32,2018-02-19 06:18:00.000000,2018-02-21 19:31:01.000000,9,244,
1478,198.08,2018-02-19 07:42:00.000000,2018-02-21 05:27:18.000000,9,169,
1479,172.69,2018-02-19 08:24:00.000000,2018-02-21 10:10:10.000000,7,44,
1480,225.1,2018-02-19 09:48:00.000000,2018-02-21 04:43:24.000000,12,392,
1481,426.13,2018-02-19 11:12:00.000000,2018-02-20 11:20:15.000000,4,329,
1482,379.03,2018-02-19 11:54:00.000000,2018-02-20 14:24:28.000000,1,225,
1483,400.53,2018-02-19 12:36:00.000000,2018-02-21 13:58:47.000000,13,6,
1484,169.08,2018-02-19 13:18:00.000000,2018-02-21 03:24:11.000000,12,125,
1485,168.82,2018-02-19 14:00:00.000000,2018-02-22 02:34:44.000000,13,29,
1486,187.48,2018-02-19 15:24:00.000000,2018-02-20 17:19:58.000000,7,222,
1487,240.51,2018-02-19 16:48:00.000000,2018-02-21 13:27:14.000000,12,330,
1488,66.01,2018-02-19 17:30:00.000000,2018-02-21 03:50:52.000000,2,61,
1489,152.55,2018-02-19 18:12:00.000000,2018-02-21 00:08:31.000000,7,309,
1490,319.12,2018-02-19 18:54:00.000000,2018-02-21 16:47:57.000000,9,135,
1491,421.21,2018-02-19 20:18:00.000000,2018-02-22 12:26:51.000000,10,302,
1492,229.71,2018-02-19 22:24:00.000000,2018-02-20 23:00:26.000000,4,292,
1493,164.83,2018-02-19 23:06:00.000000,2018-02-21 19:10:40.000000,7,264,
1494,327.14,2018-02-19 23:48:00.000000,2018-02-22 04:04:31.000000,3,106,
1495,144.94,2018-02-20 00:45:00.000000,2018-02-21 12:54:39.000000,1,152,
1496,106.98,2018-02-20 03:00:00.000000,2018-02-21 16:13:26.000000,2,295,
1497,242.96,2018-02-20 05:15:00.000000,2018-02-21 18:22:25.000000,10,184,
1498,157.77,2018-02-20 06:45:00.000000,2018-02-22 21:47:41.000000,3,112,
1499,176.93,2018-02-20 07:30:00.000000,2018-02-22 14:45:31.000000,3,338,
1500,425.74,2018-02-20 09:00:00.000000,2018-02-22 03:06:17.000000,12,87,
1501,192.87,2018-02-20 09:45:00.000000,2018-02-21 19:39:57.000000,13,67,
1502,378.21,2018-02-20 11:15:00.000000,2018-02-22 04:12:30.000000,13,66,
1503,232.67,2018-02-20 12:00:00.000000,2018-02-22 07:55:22.000000,14,155,
1504,302.68,2018-02-20 13:30:00.000000,2018-02-23 02:08:43.000000,13,232,
1505,49.23,2018-02-20 14:15:00.000000,2018-02-22 12:54:26.000000,2,73,
1506,206.65,2018-02-20 15:00:00.000000,2018-02-23 02:19:45.000000,3,307,
